xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
3,Aurora School,2019,990,238 Petterson Terrace,Middlebury,N/A,030358187,1995,NA,Susan Vigne,NA,NA,178158,124399,53759,233855,124399,41499,236564,152544,84020,142616,45704,188145
4,Bennington Early Childhood Center Inc,2018,990,1506 Harwood Hill Rte 7A,Bennington,N/A,270691800,2009,"To provide and promote accessible, affordable and appropriate care and education for the children and families of the greater Bennington Area. This could include but is not limited to child care, early education, school aged care, parenting skills and support programs.",Alyson Grzb,29,15,583021,508137,74884,569879,508137,14361,927287,462112,465175,432242,25725,524373
12,Champlain Valley Christian School Assoc Inc,2018,990,2 Church St,Vergennes,cvcsvt.com,237153441,1972,K-8 Elementary and Secondary School An elementary and secondary education school providing an academic education with a Christian worldview.,Julia DeVries,18,40,486649,454838,31811,453296,454838,23204,2183231,218365,1964866,253988,176488,243214
14,COMMUNITY OF VERMONT ELDERS INC,2019,990,PO BOX 1276,MONTPELIER,WWW.VERMONTELDERS.ORG,030347157,1981,"TO PROMOTE AND PROTECT A HIGHER QUALITY OF LIFE FOR THE STATE'S SENIORS. COVE ADVANCES ITS MISSION THROUGH ADVOCACY AND EDUCATION. IT WORKS WITH AND FOR ELDER VERMONTERS AND THE ORGANIZATIONS THAT SERVE THEM TO IDENTIFY, INTERPRET, AND RESPOND TO CRITICAL ISSUES THAT IMPACT THE DIGNITY, SECURITY, AND WELL BEING OF SENIORS.",RUBY BAKER,10,26,381803,423048,-41245,334743,423048,-40088,46440,18063,28377,219337,317036,17698
17,GENERAL EDUCATION FUND INC,2017,990PF,PO BOX 8490,BURLINGTON,NA,036009912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31004382,NA,NA,NA,NA,NA
20,NA,2018,NA,PO Box 38,Dorset,dorsetlibraryinfo.org,NA,1912,"General lending library of 24,000 titles,vidios,audio books, newspapers, magazines and various programs to 3,000 residents of Dorset and surrounding smaller towns.",Thea Kelly,NA,NA,145880,208458,-62578,146821,208458,-47278,1716540,NA,1716540,107134,98930,NA
23,East Burke School Inc,2018,990EZ,PO Box 228,East Burke,www.eastburkeschool.org,030497257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172115,NA,NA,NA
28,FRIENDS FOUNDATION FOR MEMS INC,2014,990EZ,PO BOX 390,MANCHESTER CENTER,N/A,542067718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35022,NA,NA,NA
31,Friends of the Charlotte Library Inc,2018,990,PO Box 344,Charlotte,N/A,030346266,1994,The Friends of the Charlotte Library raises funds to support and promote the local library's mission to provide access to the best traditional and contemporary library services for our town.,Beth Merritt,NA,50,48892,32962,15930,289413,32962,235485,290227,NA,290227,NA,282562,NA
40,Friends of the Waterbury Library,2017,990EZ,PO Box 384,Waterbury,N/A,030326304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118898,NA,NA,NA
46,GREEN MOUNTAIN CENTER FOR GIFTED EDUCATIION INC,2018,990EZ,PO BOX 568,COLCHESTER,N/A,200705404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155743,NA,NA,NA
47,Green Mountain Library Consortium Inc,2018,990,PO Box 250,Hartland,www.gmlc.org,262685328,2008,"The Green Mountain Library Consortium provides digital resource services to 360 member libraries (public, school, academic, and speical Libraries) in Vermont. GMLC member libraries provide library services to over 405,000 patrons.",Wendy Hysko - President,NA,10,178454,175021,3433,212347,175021,-967,91406,NA,91406,11435,16000,196347
52,HIGH 5 ADVENTURE LEARNING CENTER INC,2018,990,130 AUSTINE DRIVE,BRATTLEBORO,WWW.HIGH5ADVENTURE.ORG,030363893,1999,"DEDICATED TO HELPING INDIVIDUALS, SCHOOLS, AND COMMUNITIES USE EXPERIENTIAL EDUCATION AS AN EFFECTIVE TOOL FOR IMPROVING THE WAY THEY LIVE, LEARN, AND WORK TOGETHER.",JAMES GROUT,30,NA,1776889,2120329,-343440,2977557,2120329,774590,935286,268135,667151,1176857,74159,2787586
54,INDIANA CENTER FOR FAMILY SCHOOL,2015,990EZ,9247 north meridian street No 325,INDIANAPOLIS,www.fscp.org,352145677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5254,NA,NA,NA
55,INSPIRE FOR AUTISM INC,2016,990,130 AUSTINE DRIVE 8,BRATTLEBORO,www.theinspireschool.org,261377701,2007,EDUCATION OF CHILDREN WITH AUTISM,KATHLEEN VRANOS,40,20,1226105,1180990,45115,1058036,1180990,50932,237710,6039,231671,922388,NA,1045415
57,KELLOGG-HUBBARD LIBRARY,2019,990,135 MAIN STREET,MONTPELIER,WWW.KELLOGGHUBBARD.ORG,030181056,1894,"FOR OVER A CENTURY, THE KELLOGG-HUBBARD LIBRARY HAS BEEN AT THE HEART OF OUR COMMUNITIES: PRESERVING YESTERDAY, INFORMING TODAY, AND INSPIRING TOMORROW.",JESSIE LYNN,50,92,1059866,1006055,53811,1073702,1006055,105465,7211494,181802,7029692,618670,906789,51515
60,LONG TRAIL SCHOOL,2018,990,1045 KIRBY HOLLOW ROAD,DORSET,WWW.LONGTRAILSCHOOL.ORG,030253366,1975,NA,SETH LINFIELD,84,NA,10550727,5340878,5209849,4571810,5340878,-504248,14717953,788102,13929851,2835861,370272,3989649
62,LUC GATES FOUNDATION,2018,990EZ,2443 SAMPSONVILLE ROAD,ENOSBURG FALLS,N/A,043377424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141028,NA,NA,NA
65,MIDDLEBURY STUDIO SCHOOL,2019,990,2377 RTE 7 SOUTH,MIDDLEBURY,WWW.MIDDLEBURYSTUDIOSCHOOL.ORG,264711953,2009,CRAFT AND FINE ARTS EDUCATION,BARBARA NELSON,24,NA,145532,142866,2666,156905,142866,19611,433949,1443,432506,71353,46762,109459
66,MOUNTAIN RIVER SCHOOL LTD,2018,990,2648 RANDOLPH ROAD,MORRISVILLE,WWW.MOUNTAINRIVERSCHOOL.ORG,474031667,2015,NA,KARY BENNETT,14,NA,681110,610109,71001,472054,610109,59929,159921,82452,NA,243663,182793,247974
67,Mt Mansfield Winter Academy Inc,2018,990,PO Box 3269,Stowe,mmsca.org,030354068,1996,NA,Igor Vanovac,107,194,869919,747041,122878,4871604,747041,2273990,4883528,1355422,NA,1355878,2222779,2573834
72,NORWICH NURSERY SCHOOL INC,2018,990EZ,PO BOX 126,NORWICH,NORWICHNURSERYSCHOOL.ORG,030216980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147500,NA,NA,NA
73,NORWICH PUBLIC LIBRARY ASSOCIATION,2019,990,PO BOX 290,NORWICH,WWW.NORWICHLIBRARY.ORG,030229638,1880,"The Norwich Public Library vigorously nurtures a love of reading and the pursuit of life-long learning through its broad collections and dynamic activities honed to meet the needs and interests of the ever-changing community. A welcoming professional staff, assisted by dedicated volunteers, reaches out to engage all members of the community, thus making the library a sustainable and vibrant center for learning and the respectful exchange of ideas.",Lucinda Walker,NA,35,407390,457257,-49867,475012,457257,47453,1160733,62385,1098348,297422,454255,12967
74,ORCHARD VALLEY WALDORF SCHOOL INC,2019,990,2290 VT ROUTE 14 NORTH,EAST MONTPELIER,WWW.OVWS.ORG,030330590,1991,"EDUCATIONAL INSTITUTION THAT SERVES CHILDREN FROM EARLY CHILDHOOD THROUGH EIGHTH GRADE. WE DELIVER PROVEN EDUCATIONAL PROGRAMS, GUIDING EACH STUDENT ALONG A PATH THAT ALLOWS THE CHILD TO GROW INTO YOUNG ADULTHOOD WITH INNER CONFIDENCE, A LOVE OF LEARNING, AND THE DYNAMIC THINKING REQUIRED TO PROMOTE SOCIAL RENEWAL. WE SEEK TO AWAKEN AND EDUCATE THE WHOLE CHILD BY EQUALLY ENGAGING THE MIND, ENLIVENING THE IMAGINATION, AND STRENGTHENING THE WILL, IN HARMONY WITH THE NATURAL STAGES OF CHILD DEVELOPMENT. THIS IS ACCOMPLISHED BY: INTEGRATING THE ARTS INTO ALL ASPECTS OF THE CURRICULUM - FOREIGN LANGUAGE, HUMANITIES, MATH AND SCIENCES CREATING AN ENVIRONMENT OF SAFETY AND ACCEPTANCE THAT SEEKS TO RECOGNIZE THE SPECIAL GIFTS OF EACH CHILD CULTIVATING A LIVING RELATIONSHIP BETWEEN THE LAND, OUR CHILDREN, AND THE COMMUNITY WHERE THE JOYS AND TRADITIONS OF PLAY, WORK, FESTIVALS AND SONG UNFOLD.",JOE ASTICK,71,NA,1955118,1618353,336765,2217133,1618353,225037,1428153,672693,755460,1214778,20183,1795869
81,PROCTOR FREE LIBRARY,2018,990,4 MAIN STREET,PROCTOR,PROCTORFREELIBRARY.WORDPRESS.COM,030179597,1881,THE MISSION OF THE LIBRARY IS TO ENRICH THE LIVES OF THE RESIDENTS OF THE TOWN OF PROCTOR BY PROVIDING BOOKS AND OTHER MATERIALS WHICH THEY CAN BORROW AND BY SPONSORING ACTIVITIES WHICH ENCOURAGE READING AND LEARNING. ALSO THE LIBRARY PROVIDES COMPUTERS.,MARY FREGOSI,NA,NA,178441,106417,72024,157066,106417,9952,986360,NA,986360,65780,80504,417
82,Waitsfield Elementary PTA Inc,2019,990,3951 Main Street,Waitsfield,N/A,030370231,2001,Program Support for Waitsfield Elementary School,Elizabeth Schwartz,NA,15,236184,243579,-7395,262876,243579,22908,95553,NA,95553,NA,12005,250552
86,RIVERSIDE SCHOOL INC,2018,990,30 LILY POND ROAD,LYNDONVILLE,NA,030282244,1981,"TO DEVELOP ACTIVE LEARNERS, PATIENT LEADERS, AND ENGAGED CITIZENS IN A SUPPORTIVE COMMUNITY.",REBECCA HILL-LARSEN,26,30,1332487,1196315,136172,1469874,1196315,156625,2750402,1075149,1675253,958086,56779,1386927
88,RONALD TERRILL MEMORIAL FUND INC,2018,990PF,PO BOX 632,MORRISVILLE,NA,030213310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624720,NA,NA,NA,NA,NA
90,ROTARY CLUB OF MONTPELIER VERMONT,2019,990,PO BOX 441,MONTPELIER,N/A,030343309,1994,NA,WILLIAM R MILES,NA,27,129736,76412,53324,79814,76412,-1545,1552433,NA,NA,NA,6143,NA
91,NA,2018,NA,NA,Shrewsbury,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443654,NA,NA,NA
92,SOUL SUPPORT SYSTEMS INC,2018,990,266 BLUE HERON WAY,PUTNEY,NA,030345148,1994,EDUCATION AND RESEARCH TO DEVELOP AND CONTRIBUTE NEW MODELS OF HOLISTIC SYSTEMS.,FLO AEVEIA MAGDALENA,NA,25,301400,43047,258353,106543,43047,1888,974178,400000,574178,NA,41645,61733
93,THE SPAULDING HIGH SCHOOL SCHOLARSHIP TRUST,2019,990,PO BOX 458,BARRE,N/A,476752253,2015,NA,DAVID LACROIX,NA,NA,287972,291658,-3686,119909,291658,-184917,5728094,NA,5728094,3600,51427,NA
94,Springfield Area Booster Club Inc,2018,990EZ,PO Box 666,Springfield,N/A,030301265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70913,NA,NA,NA
96,NA,NA,NA,NA,NA,NA,030368722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,STEM CHALLENGE INITIATIVE,2018,990EZ,2 NORTH MAIN STREET PO BOX 1099,ST ALBANS,WWW.CHALLENGERVT.ORG,272781246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129724,NA,NA,NA
98,STERLING COLLEGE,2018,990,PO BOX 72,CRAFTSBURY COMMON,WWW.STERLINGCOLLEGE.EDU,030197728,1958,"STERLING COLLEGE USES EDUCATION AS A FORCE TO ADVANCE ECOLOGICAL THINKING AND ACTION THROUGH AFFORDABLE EXPERIENTIAL LEARNING THAT PREPARES PEOPLE TO BE KNOWLEDGEABLE, SKILLED, AND RESPONSIBLE LEADERS IN THE COMMUNITIES IN WHICH THEY LIVE. WE ADDRESS CRITICAL ECOLOGICAL PROBLEMS CAUSED BY UNLIMITED GROWTH AND CONSUMPTION THAT IS DESTROYING THE PLANET AS WE HAVE KNOWN IT, SUCH AS: FOSSIL FUEL DEPENDENCE AND RAPID CLIMATE CHANGE, DESTRUCTION OF BIODIVERSITY AND LOSS OF WILD PLACES, PROMOTION OF HARMFUL AGRICULTURAL PRACTICES THAT THREATEN HUMAN AND NATURAL COMMUNITIES, PERSISTENCE OF STRUCTURAL OPPRESSION THAT IMPACTS HUMAN AND ECOLOGICAL WELLBEING, AND THE DETERIORATION OF CIVIL SOCIETY THROUGH ESTRANGEMENT FROM COMMUNITY, NATURE, AND PLACE.",MATTHEW DERR,140,10,8582283,8638468,-56185,10360268,8638468,2002899,8003819,2731968,5271851,2695279,4406002,5891369
105,P AT K INC,2018,990EZ,686 SCHOOLHOUSE RD,KILLINGTON,N/A,460859758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,United Christian Academy,2019,990,65 School Street,Newport,www.ucaeducation.org,030345986,1995,UCA is a private nonprofit school that provides education from kindergarten to twelfth grade.,NA,45,NA,855322,909110,-53788,662069,909110,-68195,453304,552657,-99353,464113,195576,448743
111,VBR RESEARCH AND EDUCATION,2019,990,30 KIMBALL AVENUE,SOUTH BURLINGTON,N/A,460716588,2012,NA,JUDY O'CONNELL,NA,13,216884,188973,27911,97853,188973,-121012,830022,91775,738247,144226,72742,NA
112,VERMONT ACADEMY,2018,990,PO BOX 500,SAXTONS RIVER,VERMONTACADEMY.ORG,030179600,1876,NA,JENNIFER ZACCARA,198,12,15504478,13876176,1628302,13540453,13876176,-421503,27770654,3975311,NA,6231621,1857727,11158598
113,VERMONT ARTS EXCHANGE INC,2019,990,48 MAIN STREET PO BOX 725,NORTH BENNINGTON,VTARTXCHANGE.ORG,030343015,1992,NA,MATTHEW PERRY,19,50,308940,295912,13028,307620,295912,1473,156413,5652,150761,218687,97743,210627
117,VERMONT BICYCLE AND PEDESTRIAN,2014,990EZ,PO BOX 1234,MONTPELIER,N/A,030342503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21416,NA,NA,NA
118,Vermont Center For Integrative,2019,990,252 Main Street,Montpelier,www.vtherbcenter.org,208607531,2007,To educate and empower individuals to use traditional remedies as viable options in caring for themselves and their families.,Laura Litchfield,12,NA,312919,317241,-4322,274137,317241,-3697,10683,1800,8883,217659,3915,269481
123,VERMONT HEAD START ASSOCIATION,2018,990EZ,431 PINE STREET,BURLINGTON,WWW.VERMONTHEADSTART.ORG,371651842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58685,NA,NA,NA
131,NA,NA,NA,NA,NA,NA,030328284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA,NA,562377360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,WINDSOR PUBLIC LIBRARY,2018,990,43 STATE ST,WINDSOR,N/A,030197037,1882,NA,Jacquelin Carty,NA,20,131864,135022,-3158,100032,135022,-36266,533168,8330,NA,80448,101822,2773
137,Aikido of Champlain Valley Inc,2016,990EZ,257 Pine Street,Burlington,www.burlingtonaikido.org,030356725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86388,NA,NA,NA
141,THE ASSOCIATION OF STUDENT ASSISTANCE PROFESSIONALS OF VERMONT,2018,990EZ,PO BOX 85,WATERBURY,WWW.ASAP-VT.ORG,030357686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16665,NA,NA,NA
142,ASSOCIATION OF VERMONT INDEPENDENT,2018,990EZ,PO BOX 254,MONTPELIER,WWW.VERMONT-ICOLLEGES.ORG,030289811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78370,NA,NA,NA
146,Brown Public Library,2015,990EZ,93 S Main Street,Northfeld,N/A,036008207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360766,NA,NA,NA
147,BURKE RACING INC,2018,990,60 ALPINE LANE,EAST BURKE,N/A,812874871,2016,NA,WILLIAM BOOKER,NA,NA,731353,22073,709280,298946,22073,161684,1222371,351354,871017,NA,298946,NA
148,NA,2013,990,NA,NA,WWW.BURLINGTON.EDU,030229504,1972,"THE MISSION OF BURLINGTON COLLEGE IS TO GUIDE STUDENTS TO BECOME SKILLFUL AND REFLECTIVE PRACTITIONERS, LIFELONG LEARNERS, AND ACTIVE CITIZENS ENGAGED IN FOSTERING A JUST, HUMANE SOCIETY AND SUSTAINABLE, BEAUTIFUL COMMUNITIES.",CAROL MOORE,242,50,5217919,5976688,-758769,5839255,5976688,-475080,14149100,12966769,1182331,2926614,199359,5489309
149,BURR &amp; BURTON SEMINARY,2019,990,PO BOX 498,MANCHESTER,WWW.BURRBURTON.ORG,030179404,1829,NA,LEE M SPIVEY JR,305,20,19347323,18702934,644389,20780258,18702934,1243718,65598367,NA,NA,13823108,1173228,16913283
155,Central Vermont Adult Basic Education Inc,2019,990,46 Washington Street,Barre,www.cvabe.org,030238309,1991,"CVABE provides AEL services in the 47 towns and cities of Vermont's Washington, Orange and Lamoille Counties and involves the entire community in the encouragement of their academic and career readiness pursuits.",Carol Shults-Perkins,20,84,1394353,1391541,2812,1311698,1391541,-11018,1315635,3541,1312094,1047838,1295039,1309
156,CJR MEMORIAL FUND LTD,2018,990EZ,47 BISHOP STREET,ST ALBANS,N/A,813416494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68734,NA,NA,NA
157,Coalition Application Inc,2018,990,PO Box 850,Colchester,coalitionforcollegeaccess.org,473703555,2015,"The Coalition for College is a group of more than 150 distinguished colleges and universities across the U.S. that joined together to increase students access to higher education. Our diverse member schools are united in their mission to support lower-income, under-resourced, and/or first-generation students; to provide responsible financial aid; and to bolster students success in collegeand beyond.",Jeremiah Quinlan,NA,15,1001654,885190,116464,1293254,885190,261756,854456,106535,747921,NA,689486,598374
158,COLCHESTER FOOTBALL BOOSTERS ASSOC,2018,990EZ,P O BOX 618,Colchester,NA,010569069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86388,NA,NA,NA
160,Cornerstone Preschool Inc,2018,990EZ,2 Church St,Vergennes,N/A,800948629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6761,NA,NA,NA
162,The Danville School Enrichment Fund Inc,2018,990PF,C/O DRM P O Box 99,Saint Johnsbury,NA,030368959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201810,NA,NA,NA,NA,NA
164,EASTERN COMMUNICATION ASSOCIATION,2019,990,CHAMPLAIN COLLEGE 193 S WILLARD S,BURLINGTON,WWW.ECACOMM.ORG,232145328,1910,NA,CHERYL CASEY,NA,100,232740,152539,80201,260387,152539,82887,956344,NA,956344,NA,4040,108951
167,NA,2013,990,NA,NA,www.tworiverscenter.org,222903317,1987,Food Works at Two Rivers Center was founded in 1987 to address the root causes of childhood hunger by returning students and their communities back to the land through hands-on food and gardening educational opportunities.,NA,16,10,523516,1049518,-526002,452340,1049518,21067,402348,256817,145531,216149,369886,72444
168,FOXCROFT FARM HARVEST PROGRAM,2016,990EZ,898 DELORM ROAD,LEICESTER,NA,030364354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12901,NA,NA,NA
169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Friends of the Wardsboro Library Inc,2018,990EZ,PO Box 137,Wardsboro,www.friendsofwardsborolibrary.org,030363268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351267,NA,NA,NA
176,GODDARD COLLEGE,2018,990,123 PITKIN ROAD,PLAINFIELD,GODDARD.EDU,030179419,1984,"To advance cultures of rigorous inquiry, collaboration, and lifelong learning, where individuals take imaginative and responsible action in the world.",NA,244,62,9752489,10475159,-722670,8706619,10475159,-286009,8476572,3160393,5316179,6308136,686639,7857413
177,GREEN MOUNTAIN ACADEMY,2018,990,PO BOX 129,DORSET,WWW.GREENMTNACADEMY.ORG,030372532,NA,CONTINUING EDUCATIONAL SERVICES,PETER RADFORD,NA,NA,198917,196133,2784,199637,196133,5280,197627,402,197225,98220,94506,50281
181,HILAND HALL SCHOOL INC,2019,990,2196 HARWOOD HILL ROAD,BENNINGTON,www.hilandhallschool.org,030331765,1991,"THE PURPOSE OF THE HILAND HALL SCHOOL IS TO JOIN WITH FAMILIES IN THE LIBERATION AND DEVELOPMENT OF THE FULL CAPACITY OF THE STUDENTS ENTRUSTED TO IT: INTELLECTUALLY, SOCIALLY, AESTHETICALLY, PHYSICALLY AND MORALLY. WE CONSIDER THE INVOLVEMENT OF PARENTS TO BE CRITICAL BECAUSE THE FAMILY- ITS HOPES, VALUES AND WAYS- IS THE MAJOR CONTEXT OF THE CHILD'S LIFE. WITHOUT THE ONGOING PARTICIPATION, UNDERSTANDING AND SUPPORT OF THE FAMILY, THE WORK OF AN EDUCATIONAL INSTITUTION IS LARGELY INEFFECTIVE. IT IS OUR PURPOSE TO DEVELOP THE FULL CAPACITIES OF OUR STUDENTS BECUASE WE BELIEVE THAT BOTH INDIVIDUALS AND SOCIETY ARE BEST SERVED WHEN INDIVIDUALS REACH FULL POTENTIAL. IT IS A SCHOOL'S TASK TO SERVE BOTH THE INDIVIDUAL AND SOCIETY.",NA,NA,NA,325703,285285,40418,349934,285285,59717,721439,131172,590267,173796,15162,324556
184,J WARREN AND LOIS MCCLURE FOUNDATION,2019,990,CO VCF 3 COURT STREET,MIDDLEBURY,MCCLUREVT.ORG,030345186,1994,NA,BARBARA BENEDICT,NA,NA,544146,686837,-142691,439003,686837,-435341,8424849,85256,8339593,NA,160000,NA
190,KULA COOPERATIVE INC,2016,990PF,67 THATCHER MEADOW LANE,WATERBURY,NA,473105472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,Lake Champlain Waldorf School,2017,990,359 Turtle Lane,Shelburne,www.lakechamplainwaldorfschool.org,030296320,1984,NA,Lauren-Glenn Davitian,82,125,4293030,4349165,-56135,4223415,4349165,-43115,4489764,2714964,1774800,2678906,365386,3811860
193,LAMOILLE AREA PROFESSIONAL,2017,990,PO BOX 605,BARRE,WWW.LAPDAVT.ORG,030348894,1996,NA,TRACY WREND,14,NA,364741,439032,-74291,290449,439032,-90953,NA,NA,NA,164013,NA,290175
194,LARAWAY YOUTH AND FAMILY SERVICES,2018,990,PO BOX 621,JOHNSON,LARAWAYYFS.ORG,030276110,NA,"TO PROVIDE SPECIAL EDUCATION, FOSTER CARE AND MENTAL HEALTH SERVICES",ANNE SMITH,248,NA,10318751,10048896,269855,10497194,10048896,521623,4921996,1525706,3396290,7490014,54557,9818959
197,MAPLE LEAF MONTESSORI,2018,990EZ,PO BOX 426,Saint Albans,WWW.MAPLELEAFMONTESSORI.COM,463139016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15875,NA,NA,NA
198,MAPLE STREET FOUNDATION INC,2019,990,322 MAPLE STREET,MANCHESTER CENTER,www.maplestreetschool.com,030355988,1988,Maple Street School is a joyful academic community that cultivates personal and social responsibility. We nurture intellectual and creative growth through an engaging curriculum. Our culture of respect inspires confident learners.,Peter Hershberg,39,40,2363503,2505646,-142143,2434170,2505646,-83959,5513360,621925,4891435,1605096,174236,2209962
199,MARLBORO COLLEGE,2018,990,2582 SOUTH ROAD PO BOX A,MARLBORO,WWW.MARLBORO.EDU,030179593,1946,NA,KEVIN FF QUIGLEY,308,60,15629713,18393064,-2763351,13936622,18393064,-5636675,48906017,3836033,45069984,8236980,4983980,8262628
201,Mount Abe Music Association,2018,990PF,162 Hardscrabble Rd,Bristol,NA,471096613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,NA,NA,NA
202,NEIGHBORHOOD SCHOOLHOUSE OF,2018,990,PO BOX 119,BRATTLEBORO,neighborhoodschoolhouse.com,030278065,1980,PRE K TO 8TH GRADE EDUCATION,JOSHUA BURNS,32,10,611530,617582,-6052,665739,617582,59155,209792,46121,163671,483936,63656,595816
204,Northeast Kingdom Learning Services Inc,2018,990,55 Seymour Lane,Newport,N/A,223113459,1991,"NEKLS offers comprehensive educational programs and services to community members who like to advance their education/workplace skills or attain a high school diploma/equivalency. In addition, we service children and families.",Michelle Tarryk,52,NA,2751083,2710586,40497,2883771,2710586,-32881,923127,922544,583,2087468,2567231,255152
206,NorthWoods Stewardship Center,2019,990,PO Box 220,East Charleston,www.northwoodscenter.org,030346759,1995,"Connecting people and place through science, education and action.",Catherine Wheeler,120,43,1161421,1166369,-4948,1304124,1166369,41132,1744203,473180,1271023,941092,952039,324202
207,NORWICH UNIVERSITY,2018,990,158 HARMON DRIVE,NORTHFIELD,WWW.NORWICH.EDU,030179424,1819,NA,RICHARD SCHNEIDER,2006,500,170737618,167060923,3676695,178415780,167060923,4404123,447742563,117459334,NA,58090844,17507879,151529324
210,Population Media Center Inc,2019,990,30 Kimball Avenue,South Burlington,www.populationmediacenter.org,030358029,1998,"PMC concentrates on entertainment broadcasting to educate people about the benefits of small families, encourage the use of effective family planning methods, elevate the status of women, and promote the concept of gender equity.",William Ryerson,23,20,7423900,7156110,267790,9082470,7156110,-957905,17186951,613551,16573400,2290825,8423070,393831
211,Preschool at Faith United,2018,990EZ,899 Dorset Street,South Burlington,http://www.discoverypreschoolvt.com,030226190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113952,NA,NA,NA
214,READSBORO PRESCHOOL INC,2018,990EZ,PO BOX 149,READSBORO,N/A,030355128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24085,NA,NA,NA
215,Red Fox Community School Inc,2018,990EZ,1045 Kirby Hollow Road,Dorset,www.redfoxschool.org,822287612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17910,NA,NA,NA
218,ROSELLI FAMILY SCHOLARSHIP,2019,990,c/o CFSG 316 N MAIN ST,BARRE,N/A,306151406,2007,"MOST SIGNIFICANT ACTIVITY &amp; MISSION IS TO HOLD, MANAGE, ADMINISTER AND DISTRIBUTE SCHOLARSHIP FUNDS TO BENEFIT STUDENTS THAT ARE RESIDENTS OF THE CITY OF MONTPELIER AND HAVE GRADUATED FROM ITS DESIGNATED HIGH SCHOOL",NA,NA,NA,133750,173636,-39886,291961,173636,111502,3845291,NA,3845291,NA,NA,NA
219,ROTARY CLUB CHARITIES OF ESSEX,2018,990EZ,PO BOX 8466,ESSEX,WWW.ROTARYCLUBOFESSEX.ORG,030348126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73994,NA,NA,NA
221,SAFELINE INC,2018,990,348 VT ROUTE 110 PO BOX 368,CHELSEA,NA,030332395,NA,"SAFELINE, INC. PROVIDES DOMESTIC AND SEXUAL VIOLENCE RESPONSE AND EDUCATION SERVICES TO WOMEN, MEN AND CHILDREN, TO FAMLIES IN CHELSEA, VERMONT AND THE SURROUNDING COMMUNITIES.",LINDA INGOLD,NA,NA,318791,325754,-6963,335959,325754,-15431,436583,94297,342286,184231,182697,NA
