xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
617,MVCS Foundation Inc,2019,990,399 West Gilson Avenue,White River Junction,N/A,811146006,2017,"Is organized, and at all times thereafter is operated, exclusively for the benefit of, to perform the functions of, or to carry out the purposes of Mid Vermont Christian School.",Perry Seale,NA,NA,13535,19985,-6450,69552,19985,42688,415900,NA,415900,NA,100,NA
618,NA,2015,NA,NA,Montpelier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36077,NA,NA,NA
622,NORTHEAST KINGDOM PRESCHOOL,2019,990,69 CHURCH ST,LYNDONVILLE,N/A,810871720,2015,NA,SARA LUSSIER,33,15,403705,392949,10756,455386,392949,33943,115124,32408,NA,336472,339673,114524
624,Pownal Pre-School Inc,2018,990,72 Schoolhouse Road,Pownal,NA,030241277,1975,"Earlycare and education center focused on providing quality child care for children ages 6 weeks to 12 years of age. To provide supervised activities before and after school. Pre-school program concentrated on socialization skills, language development, kindergarten readiness and special needs students.",Karen Gallese,28,NA,666389,673418,-7029,698021,673418,-5442,453702,25583,428119,562028,168098,528042
625,Old Crescent Insurance Company,2018,990,140 Kennedy Drive Suite 101,SOUTH BURLINGTON,OLDCRESCENTINSURANCECOMPANY.COM,202139253,2004,"The mission of Old Crescent Insurance Company is to provide certain insurance coverages and other insurance services to its parent, The Trustees of Indiana University, thereby assuring insurance coverage in those lines, as well as providing a layer of protection against shifting commercial insurance markets.",NA,NA,NA,2050336,1212726,837610,2391918,1212726,268985,15482160,5595941,9886219,NA,NA,2033062
630,NA,NA,NA,NA,NA,NA,800312223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,POKER HILL SCHOOL INC,2018,990,209 POKER HILL ROAD,UNDERHILL,WWW.POKERHILLSCHOOL.ORG,030289409,1972,"AS A PRE-SCHHOL PROVIDER, POKER HILL SCHOOL VIEWS LEARNING DEVELOPMENTALLY. IT IS A PROCESS WHICH WE CAN NURTURE AND GUIDE BUT WE TRUST EACH CHILD TO DEVELOP IN HIS OR HER OWN UNIQUE WAY. WE SUPPORT EACH CHILDS GROWTH AS AN AUTONOMOUS INDIVIDUAL WITHIN A CARING AND DEMOCRATIC COMMUNITY. WE STRIVE TO MAKE EACH CHILD FEEL RESPECTED AND VALUED. TEACHERS FACILITATE CHILDRENS GROWTH BY ENCOURAGING THE CHILDREN TO MAKE SIGNIFICANT DECISIONS TO DIRECT THEIR OWN PATH OF LEARNING. CHILDREN SELECT THEIR OWN CHORES, HAVE LARGE BLOCKS OF FREE PLAY, AND CHOOSE THEIR OWN ACTIVITIES FOR MORNING ACTIVITY TIME. THE TEACHERS ALSO ATTEMPT TO REFLECT THE CHILDRENS INTERESTS AND NEEDS IN BOTH OUR LARGE GROUP AND SMALL GROUP PLANNING.",GRACE MAREK,16,NA,463303,453643,9660,470934,453643,-16148,692033,241587,450446,378842,26984,443192
633,President and Fellows of Middlebury,2016,990,Controllers Office Suite 102,Middlebury,http://www.middlebury.edu,030179298,1800,NA,Laurie L Patton,5482,2469,375173036,351150735,24022301,348351857,351150735,-3748903,1570248443,395932442,NA,171734889,35276000,237441613
635,QUARRY HILL SCHOOL INC,2018,990,1622 QUARRY HILL ROAD,MIDDLEBURY,WWW.QUARRYHILLSCHOOL.ORG,030367569,2001,"QUARRY HILL SCHOOL IS COMMITTED TO PROVIDING A SAFE ENVIRONMENT CONDUCIVE TO LEARNING, COOPERATION, CREATIVE SELF-EXPRESSION, PERSONAL RESPONSIBILITY, MUTUAL RESPECT, TEAMWORK, AND COMMUNITY INVOLVEMENT FOR PRESCHOOL AND SCHOOL-AGE CHILDREN.",SUSAN WHITE,NA,NA,224575,212660,11915,248014,212660,22209,140951,1905,139046,168509,30702,215537
642,Royalton Memorial Library Association Inc,2018,990,PO Box 179 - 57 Safford St,South Royalton,NA,030189406,1898,"The Royalton Memorial Library serves the town of Royalton with free library facilities and library services. The Library seeks to foster awareness and use of its services and resources by the community. It will gather, preserve and make freely available to all members of the community the information that will assist them to: Become more capable in their daily occupations, keep pace with progress in all fields of knowledge, become better members of the community, enhance their enjoyment of their leisure time, develop their creative and spiritual capabilities, promote personal and social well being,to the growth or their knowledge. The Royalton Memorial Library seeks to identify the needs the community for library services and to provide these services for the patrons with these services.",Phoebe Roda - President,NA,12,145990,77098,68892,105918,77098,23357,712992,NA,712992,65325,105278,561
646,Saint Michael's College,2018,990,One Winooski Park Box 274,Colchester,www.smcvt.edu,030179403,1913,NA,Robert S Robinson,1789,2511,113363784,114066386,-702602,112060372,114066386,-103991,205844395,72712943,NA,38694189,5736997,101048996
652,SOUTH BURLINGTON SCHOOLS FOUNDATION,2019,990,550 DORSET STREET,SOUTH BURLINGTON,SBSCHOOLS.NET,200923381,2004,"THE SOUTH BURLINGTON SCHOOLS FOUNDATION FOR EDUCATIONAL ADVANCEMENT'S MISSION IS TO SUPPORT THE SCHOOL DISTRICT'S EFFORTS TO ENSURE THAT EACH STUDENT POSSESSES THE KNOWLEDGE, SKILLS AND CHARACTER TO CREATE A SUCCESSFUL AND RESPONSIBLE LIFE. WE DO THIS BY RAISING FUNDS THAT FISCALLY SUPPORT THE DISTRICT'S PROGRAMS AND INITIATIVES.",PATRICK BURKE,NA,NA,104712,53843,50869,90014,53843,36127,660668,NA,660668,NA,61234,NA
654,St Johnsbury Academy,2018,990,1000 Main Street,St Johnsbury,www.stjohnsburyacademy.org,030181215,1842,NA,Thomas W Lovett,481,385,33426440,32199279,1227161,33882124,32199279,1049775,67399294,14808046,NA,18825201,994678,30371134
655,STEPPING STONES PRESCHOOL,2019,990,3628 ROUTE 103,PROCTORSVILLE,N/A,030266396,NA,"THE PURPOSE OF STEPPING STONES PRESCHOOL IS TO PROMOTE THE SOCIAL, EMOTIONAL, AND INTELLECTUAL DEVELOPMENT OF CHILDREN IN THE PRESCHOOL AND KINDERGARTEN AGE GROUP. WE PROVIDE A HIGH-QUALITY, PLAY-BASED CURRICULUM DESIGNED BY INTEGRATING WITH THE VERMONT EARLY LEARNING STANDARDS.",NA,NA,NA,NA,NA,NA,217780,NA,26441,23109,9393,13716,144425,88753,127642
656,THE STONE TRUST INC,2019,990,707 KIPLING ROAD,DUMMERSTON,WWW.THESTONETRUST.ORG,352382005,NA,To Preserve And Advance The Art And Craft Of Dry Stone Walling.,PETER RYDER,NA,30,288194,269874,18320,182796,269874,7210,54702,3671,51031,82037,37579,151138
657,STOWE SCHOOLS FOUNDATION FOR EDUCATIONAL,2018,990EZ,PO BOX 820,STOWE,STOWEEDUCATIONFUND.ORG,030354743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184849,NA,NA,NA
659,Technology For Tomorrow Inc,2018,990PF,11 Floral Street,South Burlington,NA,461287652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,Trinity Childrens Center Inc,2018,990,34 Fletcher Place,Burlington,WWW.TRINITYCHILDRENSCENTER.ORG,431984033,2002,"AT TRINITY CHILDREN'S CENTER, INC. (TCC), WE REMAIN COMMITTED TO PROVIDING THE HIGHEST QUALITY OF CARE AND EDUCATION TO YOUNG CHILDREN BETWEEN THE AGES OF THREE AND FIVE YEARS. ENROLLMENT IN THIS CENTER WILL ALWAYS INCLUDE CHILDREN WITH SPECIAL NEEDS AND FAMILIES WITH A BROAD RANGE OF SOCIOECONOMIC AND CULTURALLY DIVERSE BACKGROUNDS. ALL CHILDREN AT TCC ARE LOVED, KEPT SAFE AND VALUED FOR THEIR UNIQUENESS BY A WELL-QUALIFIED STAFF.",MARIA HORTON,58,NA,932988,884441,48547,805469,884441,-99293,446713,46777,399936,734913,53702,749045
663,THE TUTORIAL CENTER,2018,990,208 PLEASANT STREET,BENNINGTON,N/A,030233583,1971,Educational Services,Peter Fish,58,NA,1021545,959163,62382,742937,959163,-32907,725650,35158,690492,629379,333628,386753
674,Vermont Municipal Clerks' &amp; Treasurers' Association,2018,990EZ,P O Box 317,Concord,www.vmcta.org,300298195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54571,NA,NA,NA
676,VERMONT PUBLIC LIBRARY FOUNDATION INC,2018,990EZ,109 STATE STREET,MONTPELIER,libraries.vermont.gov/about_us/vplf,030366848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287290,NA,NA,NA
679,The Village School of North Bennington,2018,990,9 School Street PO Box 847,North Bennington,www.vsnb.org,364718737,NA,"Children are at the heart of all we do. We nurture a child's curiosity, ignite enthusiasm for exploring, develop tools for inquiry, for invention, for achievement.We welcome families into a community-wide collaboration to help our children grow into their best selves - responsible citizens and stewards of the greater world, makers of the future.",NA,68,NA,2336846,2200300,136546,2218611,2200300,-76014,434934,208593,226341,1791753,52413,2147929
682,WATERBURY HIGH SCHOOL ALUMNI,2017,990,PO BOX 388,WATERBURY,N/A,030344729,2015,NA,VICTORIA ALBERGHINI,NA,NA,NA,NA,NA,37958,NA,25630,172276,3025,NA,NA,NA,NA
686,WOMEN IN MEDICINE INC,2019,990EZ,PO BOX 107,COLCHESTER,WWW.WOMENINMEDICINE.ORG,311705206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138937,NA,NA,NA
688,Young Tradition Vermont Inc,2017,990EZ,PO Box 163,Fairfax,NA,270338133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65347,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
