xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
8,BIRDS OF VERMONT MUSEUM INC,2018,990,900 SHERMAN HOLLOW RD,HUNTINGTON,BIRDSOFVERMONT.ORG,030277302,1981,MUSEUM OF NATIVE VT BIRDS,BILL MAYVILLE,NA,NA,611504,166787,444717,166207,166787,-13528,836870,2079,834791,88878,122217,37556
12,NA,NA,NA,NA,NA,NA,030375511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Burlington City Arts Foundation Inc,2018,990,135 Church Street,Burlington,www.burlingtoncityartsfoundation.org,030354963,1998,"To support Burlington City Arts' activities and programs, and to support Vermont artists.",Fran Stoddard,NA,15,904980,608417,296563,344856,608417,-230555,526228,NA,526228,NA,344705,NA
18,THE CARVING STUDIO &amp; SCULPTURE CENTER,2019,990,PO BOX 495,WEST RUTLAND,N/A,030325486,NA,"PROMOTES ART OF SCUPLTURE USING MEDIUMS OF STONE &amp; WOOD; PROVIDES EDUCATIONAL CLASSES, WORKSHOPS AND WORKSPACE",NA,NA,45,358095,383306,-25211,436474,383306,32069,654014,11548,642466,110139,297650,125333
22,THE COMMONS GROUP LTD,2019,990EZ,609 COMMON ROAD,WAITSFIELD,N/A,030364576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3412,NA,NA,NA
23,COMMUNITY ENGAGEMENT LAB INC,2019,990,41 SUMMER STREET,MONTPELIER,WWW.CELVT.ORG,453868526,2011,TO BRING PEOPLE OF ALL AGES TOGETHER IN PROJECTS THAT ACTIVATE THEIR CREATIVITY TO IMAGINE AND BUILD MORE THRIVING COMMUNITIES.,PAUL GAMBILL,NA,20,294295,268961,25334,321232,268961,29362,207639,179122,28517,187995,311803,9420
27,CRAFTSBURY CHAMBER PLAYERS INC,2018,990EZ,252 COLLEGE STREET,BURLINGTON,WWW.CRAFTSBURYCHAMBERPLAYERS.ORG,036013080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189179,NA,NA,NA
28,DANVILLE VERMONT HISTORICAL SOCIETY INC,2019,990,PO BOX 274,DANVILLE,DANVILLEVTHISTORICAL.ORG,352274186,1960,NA,PATRICIA CONLY,NA,NA,53744,47793,5951,51873,47793,-2317,1524823,NA,NA,22431,26188,25
35,FLYNN CENTER FOR THE PERFORMING,2018,990,153 MAIN STREET,BURLINGTON,WWW.FLYNNCENTER.ORG,030277052,1980,NA,INGRID PELS,307,535,9107722,7267117,1840605,8027465,7267117,629688,23557034,1571919,21985115,3401330,2837255,4037843
36,FRANKLIN GRAND ISLE WORKFORCE INVESTMENT,2018,990EZ,PO BOX 1099,ST ALBANS,N/A,043391815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25140,NA,NA,NA
37,FRIENDS OF HARWOOD HOCKEY,2018,990EZ,PO BOX 92,WATERBURY,harwoodhockey.org,030282456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98682,NA,NA,NA
40,Friends of the Vergennes Opera House Inc,2018,990EZ,PO Box 88,Vergennes,www.vergennesoperahouse.org,030341456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172658,NA,NA,NA
44,GREEN MOUNTAIN PERFORMING ARTS INC,2018,990EZ,37 COMMERCIAL DRIVE,WATERBURY,WWW.GREENMOUNTAINPERFORMINGARTS.ORG,453569082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55690,NA,NA,NA
47,Habitat4Music Inc,2015,990EZ,C/O Victoria Eisen Dine Swensen 102,Pearl River,NA,453356188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17830,NA,NA,NA
55,JAG PRODUCTIONS COMPANY,2019,990,PO BOX 354,WHITE RIVER JUNCTION,JAGPRODUCTIONSVT.COM,810933084,2019,"TO PRODUCE CLASSIC AND CONTEMPORARY AFRICAN-AMERICAN THEATRE; TO SERVE AS AN INCUBATOR OF NEW WORK THAT EXCITES BROAD INTELLECTUAL ENGAGEMENT; AND THEREBY, TO CATALYZE COMPASSION, EMPATHY, LOVE, AND COMMUNITY THROUGH SHARED UNDERSTANDINGS OF THE HUMANKIND THROUGH THE LENS OF THE AFRICAN-AMERICAN EXPERIENCE.",NANCY GRANT,NA,NA,NA,NA,NA,319329,NA,20465,74770,54305,20465,66224,257084,61187
58,Lake Champlain Chamber Music Festival Inc,2018,990,20 Winooski Falls Way,Winooski,lccmf.org,262757906,2008,NA,Jody Woos,NA,15,424954,358554,66400,808603,358554,484531,728992,1904,727088,81068,744651,46761
59,Lake Champlain Maritime Museum at Basin Harbor Inc,2019,990,4472 Basin Harbor Road,Vergennes,www.lcmm.org,222570380,1980,"The mission of the Lake Champlain Maritime Museum is to preserve and share the cultural and natural heritage of the Lake Champlain region by connecting its past, present and future through groundbreaking research and engaging educational programs for all ages, inspiring stewardship of the lake for future generations.",Susan McClure,49,75,1197658,1228263,-30605,1439510,1228263,-94681,5080278,331280,4748998,942482,833414,461044
60,LATCHIS ARTS INC,2018,990,50 MAIN STREET,BRATTLEBORO,WWW.LATCHIS.ORG,030231573,1997,"RENOVATIONS OF LATCHIS THEATRE IN BRATTLEBORO, VERMONT",NA,NA,26,88364,129192,-40828,117994,129192,5309,1364662,232683,1131979,7054,56994,54694
64,MAIN STREET ARTS,2019,990,PO BOX 100,SAXTONS RIVER,WWW.MAINSTRETARTS.ORG,222888176,1988,"MAIN STREET ARTS IS A CATALYST FOR ARTS AND COMMUNITY, FOSTERING CREATIVE EXPRESSION THROUGH ARTISTIC EXPERIENCES, ACCESSIBLE FOR ALL.",GINA COTE,NA,NA,253928,278366,-24438,324827,278366,9777,1441043,116750,1324293,110562,128572,166543
66,MNFF INC,2018,990EZ,23 CATAMOUNT DRIVE,LEICESTER,WWW.MIDDFILMFEST.ORG,471462141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15011,NA,NA,NA
71,NORTH HERO HISTORICAL SOCIETY INC,2019,990,PO BOX 175,NORTH HERO,WWW.NORTHHEROHISTORICALSOCIETY.COM,050468580,1997,"TO STIMULATE APPRECIATION OF THE HISTORICAL HERITAGE OF THE TOWN OF NORTH HERO, VT. THE SOCIETY OPERATES A HISTORICAL MUSEUM AND A COMMUNITY HALL USED FOR CULTURAL/ POLITICAL EVENTS AND COMMUNITY DINNERS.",EILEEN MITCHELL,NA,NA,41567,53031,-11464,44264,53031,-10047,1245556,2688,1242868,NA,26722,NA
74,NORTHERN FOREST CANOE TRAIL INC,2018,990,PO BOX 565,WAITSFIELD,www.northernforestcanoetrail.org,030363813,1999,"THE NORTHERN FOREST CANOE TRAIL IS A 740 MILE INLAND PADDLING TRAIL ACROSS NY, VT, QUEBEC, NH AND ME. NFCT PROMOTES AND PROVIDES ACCESS TO CANOE AND KAYAK EXPERIENCES ALONG THIS ROUTE.",W DONALD HUDSON,NA,75,323308,262407,60901,261135,262407,-2557,38447,4043,34404,152051,220848,23812
75,NORTHWEST PEG-TV INC,2019,990,616 FRANKLIN PARK WEST,SAINT ALBANS,WWW.NORTHWESTACCESS.TV,030363333,1999,"PROVIDE COMMUNITY ACCESS TELEVISION SERVICES TO THE RESIDENTS, MUNICIPALITIES, NON-PROFITS ORGANIZATIONS AND SCHOOLS OF HIGHGATE, ST. ALBANS, SHELDON AND SWANTON VERMONT",NA,16,100,418131,346843,71288,434541,346843,22486,1953302,651555,1301747,203358,402246,25639
78,OPERA COMPANY OF MIDDLEBURY,2018,990,PO BOX 803,MIDDLEBURY,WWW.OCMVERMONT.ORG,201993530,2004,PRODUCE AND PERFORM LIVE OPERA FOR ADDISON COUNTY,JAMES MALCOLM,NA,20,186256,179398,6858,204435,179398,-30958,25536,5716,19820,NA,119774,83988
79,NA,2018,NA,NA,WESTFORD,WWW.POOREFARM.ORG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131116,NA,NA,NA
82,Regional Educational Television Network,2019,990,PO Box 4494,Burlington,www.retn.org,030343285,1994,Regional Educational Technology Network - RETN - makes media and technology accessible for all students and lifelong learners to advance education and civic engagement.,Jess Wilson,21,NA,738425,745813,-7388,700283,745813,-591,1027488,117005,910483,401415,1968,691907
85,Rokeby Museum,2019,990,4334 Route 7,Ferrisburgh,N/A,036011083,1961,"Museum that provides community education through tours, programs, and historical data on the Robinson family property.",Catherine Brooks,NA,23,94314,161783,-67469,109832,161783,-38488,1699892,1433,1698459,45813,72236,28097
91,THE STROLLING OF THE HEIFERS INC,2019,990,PO BOX 693,BRATTLEBORO,www.strollingoftheheifers.com,020638820,2002,"THE MISSION IS REALLY ABOUT MARKETING AND EDUCATION OF SUSTAINABLE AGRICULTURE, TEACHING PEOPLE WHERE THEIR FOOD COMES FROM, THE IMPORTANCE OF SUPPORTING YOUR LOCAL GROWERS. EXPLORE WAYS TO BUILD A HEALTHY THRIVING ECONOMY WHILE ENCOURAGING, MENTORING AND SUPPORTING A NEW GENERATION OF CITIZENS.",JACK DAVIDSON,NA,NA,611516,631318,-19802,603398,631318,1523,956399,393719,562680,394407,543199,21320
93,Sustainability Institute Inc,2018,990,PO Box 4593,Burlington,www.academyforchange.org,020492913,1996,NA,Ginger Duiven,NA,30,877431,926965,-49534,993524,926965,-213889,1097750,NA,NA,323429,155762,765164
95,SWORD &amp; SPOON WORKSHOP INC,2018,990,73 CENTRAL STREET,WOODSTOCK,WWW.OQFARM.ORG,810936224,2015,NA,JOHN KINGSTON III,NA,NA,593340,1669706,-1076366,795535,1669706,-309715,3703938,3991876,NA,162732,75129,570145
100,NA,NA,NA,NA,NA,NA,030367250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Upper Valley Arts,2019,990EZ,P O Box 322,Norwich,www.uppervalleyarts.org,030353910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2716,NA,NA,NA
102,VALLEY ARTS VT,2019,990EZ,PO BOX 238,WAITSFIELD,WWW.VALLEYARTSVT.COM,203964320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7926,NA,NA,NA
108,NA,NA,NA,NA,NA,NA,262856631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Vermont Independent Media Inc,2018,990,139 Main Street,Brattleboro,NA,202140604,2005,"Promotion of public media literacy and local, citizen-driven media.",Barry Aleshnick,12,NA,477586,496518,-18932,457722,496518,-24475,NA,99894,-99894,239567,81839,372497
114,NA,NA,NA,NA,NA,NA,050582511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,THE WESTON PLAYHOUSE THEATER,2019,990,703 MAIN STREET,WESTON,WWW.WESTONPLAYHOUSE.ORG,222970343,1988,NA,AUDREY WENT,178,207,3569934,3306751,263183,2977942,3306751,183766,10993014,961356,10031658,1311577,1898303,926468
121,WILL MILLER SOCIAL JUSTICE LECTURE SERIES INC,2019,990EZ,C/O ANN LIPSITT 4 PARK AVENUE,ESSEX JUNCTION,www.willmiller.org,251913059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28985,NA,NA,NA
125,THE AMERICAN MUSEUM OF FLY FISHING INC,2019,990,PO BOX 42,MANCHESTER,WWW.AMFF.ORG,030220781,1968,NA,SARAH FOSTER,10,21,679184,670041,9143,750274,670041,81465,2862161,24043,2838118,350413,511161,33001
126,AMERICAN PRECISION MUSEUM INC,2018,990,PO BOX 679,WINDSOR,WWW.AMERICANPRECISION.ORG,030218096,1966,NA,WILLIAM R LYNN,14,16,645973,480575,165398,839587,480575,326929,2225013,12986,NA,295082,728972,57456
127,AMITY ART FOUNDATION INC,2018,990PF,PO BOX 360,LUDLOW,NA,061591446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,BALLET WOLCOTT INC,2017,990EZ,PO BOX 151,WOLCOTT,N/A,820828593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA
134,BELLWETHER PROJECTS INC,2019,990EZ,73 MOODY ROAD,TUNBRIDGE,N/A,753162675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA
135,NA,2013,990EZ,NA,NA,N/A,461617201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,NA,NA,NA
138,BRATTLEBORO COMMUNITY TELEVISION INC,2019,990,230 MAIN STREET,BRATTLEBORO,NA,030322134,1988,"Brattleboro Community Television, Inc. (BCTV) is a community media center serving eight towns in southern Windham County, Vermont. OUR MISSION - To promote civic engagement and transparency, and to empower community members to share their knowledge, views and creativity, WITHOUT PREDJUDICE. WHAT WE DO - As the one and only television outlet for the area, BCTV covers municipal government meetings, educational matters, and documents local events and activities. BCTV also provides equipment and training that allows community members to create content, reaching viewers on cable channels 8 and 10 on Southern Vermont Cable, and cable channels 1075 and 1085 on Comcast, and at brattleborotv.org.",CHRISTOPHER LENOIS,12,45,331203,304755,26448,378876,304755,55774,523522,46154,477368,244547,23175,354416
139,BRATTLEBORO MUSEUM &amp; ART CENTER INC,2018,990,10 VERNON STREET,BRATTLEBORO,www.brattleboromuseum.org,036016116,1972,"The Brattleboro Museum &amp; Art Center is a nonprofit organization founded in 1972, with a mission to illuminate art and ideas in ways that inspire, inform, and connect people from all walks of life.",DAN YATES,25,100,1794558,650097,1144461,1220027,650097,401899,3632002,622869,3009133,318789,1091031,37244
140,BROOKFIELD COMMUNITY PARTNERSHIP,2018,990EZ,PO BOX 452,BROOKFIELD,N/A,562317294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304228,NA,NA,NA
141,BURLINGTON AMATEUR HOCKEY ASSOC,2017,990EZ,PO BOX 3064,BURLINGTON,WWW.BAHABOBCATS.COM,030223589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52088,NA,NA,NA
146,CAPITAL CITY CONCERTS,2018,990EZ,PO BOX 622,MONTPELIER,WWW.CAPITALCITYCONCERTS.ORG,030371755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50040,NA,NA,NA
148,Catamount Film &amp; Arts Company,2018,990,115 Eastern Avenue PO Box 324,Saint Johnsbury,www.catamountarts.org,030276780,1975,"The Mission of Catamount Film &amp; Arts is to inspire appreciation of and participation in the arts, promote the arts throughout the region, and cultivate the arts as an integral part of community life in rural Vermont and New Hampsire.",Jody Fried,26,50,1219077,1414791,-195714,1505324,1414791,-82319,1403996,1006494,397502,505292,634519,407128
150,Clio Visualizing History Incorporated,2018,990PF,PO Box 261,Shelburne,NA,030355660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11136,NA,NA,NA,NA,NA
152,Cold Hollow Sculpture Park Inc,2018,990PF,1806 Linscomb Avenue,Austin,NA,824627637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,NA,NA,NA,NA,NA
153,NA,2014,NA,2923 Mines Rd,Lowell,www.northeastheritagemusiccamp.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15388,NA,NA,NA
155,DEERFIELD HERITAGE INC,2015,990,PO BOX 1280 MAIN STREET,BRATTLEBORO,N/A,208087235,1952,"DEERFIELD HERITAGE, INC. WILL CONDUCT PUBLIC FUNDRAISING ACTIVITIES, INCLUDING BUT NOT LIMITED TO, OPERATING A CHARITABLE GIFT ANNUITY PROGRAM, AND OTHER ACTIVITIES SOLELY FOR THE BENEFIT OF AND IN SUPPORT OF HISTORIC DEERFIELD, INC. OF DEERFIELD, MASSACHUSETTS.",PHILLIP ZEA,NA,NA,12485,7359,5126,113581,7359,103834,NA,NA,NA,NA,NA,NA
156,THE DORSET PLAYERS INC,2018,990EZ,PO BOX 521,DORSET,N/A,510166758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214045,NA,NA,NA
159,NA,2013,990,NA,NA,FIBERARTSINVERMONT.ORG,542110589,2002,THE PROMOTION OF FIBER ARTS IN THE COMMUNITY.,SUZANNE LAWLER,NA,12,25837,23891,1946,22021,23891,-2536,54668,7562,47106,NA,1162,1974
161,THE FOURTH CORNER FOUNDATION INC,2015,990PF,578 HITCHCOCK HILL ROAD,WINDHAM,NA,141799997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770852,NA,NA,NA,NA,NA
162,FRIENDS OF HILDENE INC,2019,990,PO BOX 377,MANCHESTER,www.hildene.org,510201160,1978,NA,NA,93,100,4506588,2700157,1806431,2760247,2700157,-40779,13408568,511427,12897141,1557620,1843208,815025
163,NA,2019,NA,NA,Strafford,www.morrillhomestead.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108720,NA,NA,NA
166,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6898,NA,NA,NA
169,NA,2017,NA,NA,Grand Isle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57729,NA,NA,NA
175,THE HATCH INC,2018,990EZ,PO BOX 1526,Brattleboro,hatchspace.org,462309129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67284,NA,NA,NA
178,LAKE CHAMPLAIN ACCESS TV,2019,990,63 CREEK FARM PLAZA SUITE 3,COLCHESTER,WWW.LCATV.ORG,030340350,1993,PUBLIC EDUCATION AND GOVERNMENT ACCESS TV,RICHARD PECOR,15,NA,644182,668626,-24444,663084,668626,71710,865004,1628,863376,366632,1370,626410
179,THE LANDMARK TRUST USA INC,2019,990,707 KIPLING RD,DUMMERSTON,LANDMARKTRUSTUSA.ORG,030331485,1991,"TO PRESERVE HISTORIC PROPERTIES THROUGH CREATIVE, SUSTAINABLE USES FOR PUBLIC ENJOYMENT &amp; EDUCATION",TROY RESCH,10,NA,261439,318043,-56604,396308,318043,45558,3313394,145187,3168207,109848,171592,224159
187,NORTHERN NEW ENGLAND SCHOOL OF BANKING,2019,990EZ,PO BOX 587,MONTPELIER,N/A,010477533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95428,NA,NA,NA
190,PARTNERSHIPS FOR LITERACY AND LEARNING,2019,990,250 MAIN STREET,MONTPELIER,WWW.PLLVT.ORG,814001184,2016,"THE ORGANIZATION HELPS SCHOOLS GET BETTER AT DEVELOPING STUDENTS' LITERATE ABILITIES SO THAT THEY CAN THINK WELL AND ENJOY FUTURE SUCESS IN SCHOOL, WORK, AND CIVIC PARTICIPATION. THIS IS ACCOMPLISHED BY PROVIDING PROFESSIONAL LEARNING THAT IMRPOVES TEACHING, STRENGTHENS LEADERSHIP, AND CREATES PARTNERSHIPS AND NETWORKS.",MARY GRACE,NA,NA,368621,369654,-1033,373576,369654,-32501,134881,70774,64107,262164,35447,336175
191,PENTANGLE COUNCIL ON THE ARTS,2019,990,31 THE GREEN,WOODSTOCK,WWW.PENTANGLEARTS.ORG,030237947,1975,"DEDICATED TO PROVIDING HIGH QUALITY, AFFORADABLE ARTS PROGRAMMING, INCLUDING MOVIES, THEATER, YOUTH ENRICHMENT AND CONCERTS.",SUSAN BOSTON,39,120,375141,361988,13153,477178,361988,103753,278197,47803,230394,122968,306266,136719
194,PRESERVATION BURLINGTON INC,2019,990EZ,PO BOX 481 462 SOUTH WILLARD ST,BURLINGTON,WWW.PRESERVATIONBURLINGTON.ORG,030357357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41812,NA,NA,NA
196,ROCKINGHAM ARTS AND MUSEUM PROJECT,2018,990EZ,7 CANAL STREET,BELLOWS FALLS,WWW.RAMP-VT.ORG,030368205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5785,NA,NA,NA
201,Sheldon Art Museum Archaeological and Historical Society Inc,2019,990,1 Park Street,Middlebury,N/A,030190481,1882,NA,William F Brooks,11,150,67034,70622,-3588,299950,70622,-53784,1812562,NA,NA,152669,147538,137754
205,NA,NA,NA,NA,NA,NA,861171862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,STOCKBRIDGE MEETING HOUSE SOCIETY INC,2014,990EZ,PO BOX 8,STOCKBRIDGE,N/A,010771700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382092,NA,NA,NA
213,STOWE PERFORMING ARTS INC,2015,990EZ,PO BOX 3283,STOWE,WWW.STOWEPERFORMINGARTS.COM,030261081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36687,NA,NA,NA
214,STOWE PLAYHOUSE INC,2018,990EZ,PO BOX 1381,STOWE,N/A,222777161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42107,NA,NA,NA
215,STRATTON MOUNTAIN &amp; VALLEY COMMUNITY,2018,990,PO BOX 523,STRATTON MOUNTAIN,N/A,043343551,1996,"THE ORGANIZATION HAS ESTABLISHED A SERIES OF EVENTS AND PROGRAMS AND STRATTON ARCHIVES FOR THE BENEFIT OF THE PUBLIC AND, THROUGH GRANTS, FOR VARIOUS CHARITABLE CAUSES ENHANCING OPPORTUNITIES, HEALTH AND QUALITY OF LIFE FOR CHILDREN AND THEIR FAMILIES.",NA,NA,60,363857,324309,39548,451902,324309,61233,269363,26367,242996,73956,140691,NA
216,The Susan Sebastian Foundation Inc,2016,990PF,c/o Gilbert Myers Esq 53 Jensen Roa,Williston,NA,271476497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,TRIP DANCE COMPANY,2018,990EZ,112 SOUTH MAIN STREET BOX 208,STOWE,N/A,201894215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28345,NA,NA,NA
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,THE CIRCUS BARN INC,2018,990,1 CIRCUS ROAD,GREENSBORO,WWW.SMIRKUS.ORG,237352665,1974,"THE MISSION OF CIRCUS SMIRKUS IS TO PROMOTE THE SKILLS, CULTURE AND TRADITIONS OF THE TRAVELING CIRCUS AND TO INSPIRE YOUTH TO ENGAGE IN LIFE ENHANCING ADVENTURES IN THE CIRCUS ARTS.",JENNIFER CARLO,115,1288,2504411,2506487,-2076,2624119,2506487,105450,4997218,2206270,2790948,1225560,485770,1944854
223,Trustees of the Wood Art Gallery,2017,990EZ,46 Barre Street,Montpelier,twwoodgallery.org,030190572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145394,NA,NA,NA
225,VERMONT ACTORS' REPERTORY THEATRE,2018,990EZ,C/O CMORRISON 298 HOLDEN ROAD,CHITTENDEN,WWW.ACTORSREPVT.ORG,202147623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-936,NA,NA,NA
230,VERMONT CONSERVATORY OF MUSIC,2019,990,PO BOX 84,ORWELL,NA,202809436,2006,"TO PROMOTE AND TO PROVIDE TO THE PUBLIC CLASSICAL MUSIC, PARTICULARLY OF AMERICAN COMPOSERS, AND TO PRESENT MUSICAL SEMINARS, INSTRUMENTAL TEACHING AND CONCERTS FOR THE CULTURAL AND EDUCATIONAL EDIFICATION OF THE PUBLIC.",DR KEVIN PARIZO,NA,NA,6507,50564,-44057,7549,50564,-45185,291698,3000,288698,46664,4100,NA
232,VERMONT COUNCIL ON THE ARTS INC,2018,990,136 STATE STREET,MONTPELIER,WWW.VERMONTARTSCOUNCIL.ORG,030218115,1964,NA,KAREN MITTELMAN,14,NA,1698032,1690767,7265,1794779,1690767,30427,1206830,411764,NA,776691,1780935,NA
234,VERMONT ETV INC,2018,990,10 EAST ALLEN ST NO 202,WINOOSKI,WWW.VERMONTPBS.ORG,222990644,1989,NA,HOLLY GROSCHNER,65,35,61248018,7415093,53832925,6918251,7415093,-1083846,NA,NA,NA,3650480,4045647,317889
236,Vermont Folklife Center,2018,990,88 Main Street,Middlebury,vermontfolklifecenter.org,222550951,1984,"Preserving the Folk Heritage of Vermont. The Organization preserves Vermont's folk heritage through a variety of programs including interviews, exhibits, archive management, workshops and publications.",Kathleen Haughey,15,42,527322,643674,-116352,732610,643674,76097,1561962,131400,1430562,385912,674708,51286
238,Vermont Granite Museum of Barre Inc,2019,990,PO Box 282,Barre,www.stoneartsschool.org,223402163,1995,"Located within an authentic turn-of-the-century granite manufacturing plant, the museum's mission is to create stimulating, interactive environments for learning about the geology, technology, history, and art of Vermont's unique granite heritage art, industry, capabilities and cultural heritage.",Paul Hutchins,NA,60,145117,257609,-112492,156529,257609,-126801,4564113,143134,4420979,83775,69062,14874
239,VERMONT JOURNALISM TRUST,2019,990,26 STATE STREET SUITE 8,MONTPELIER,VTDIGGER.ORG,271553931,2009,"THE MISSION OF VERMONT JOURNALISM TRUST AND VTDIGGER IS TO PRODUCE RIGOROUS JOURNALISM THAT EXPLAINS COMPLEX ISSUES, HOLDS THE GOVERNMENT ACCOUNTABLE TO THE PUBLIC, AND ENGAGES VERMONTERS IN THE DEMOCRATIC PROCESS.",ANNE GALLOWAY,41,17,1435909,1517128,-81219,2382783,1517128,281589,2412414,159378,2253036,1365795,1924072,454927
241,VERMONT MOZART FESTIVAL INC,2018,990EZ,1535 SPEAR STREET,SOUTH BURLINGTON,www.vermontmozartfestival.org,475265455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,THE VERMONT OPERA PROJECT CO,2018,990EZ,PO BOX 135,NORTH CLARENDON,WWW.VTOPERAPROJECT.COM,474217066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8948,NA,NA,NA
244,Vermont Youth Orchestra Association Inc,2018,990,223 Ethan Allen Avenue,Colchester,www.vyo.org,036011271,1974,"The Vermont Youth Orchestra Association (""VYOA"") develops young people as artists, citizens, and leaders through the shared pursuit of musical excellence.",Rosina Cannizzaro,26,62,578770,683801,-105031,749470,683801,-100983,1877792,198488,1679304,422970,184396,459112
248,Waterbury Historical Society,2015,990EZ,PO Box 708,Waterbury,WATERBURYHISTORICALSOCOETY.ORG,030289348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105996,NA,NA,NA
251,WOLF KAHN AND EMILY MASON FOUNDATION INC,2018,990PF,BOX 2314,W BRATTLEBORO,NA,134036532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Woodstock Community TV,2018,990EZ,PO Box 243,Woodstock,wctv8.com,030367229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59683,NA,NA,NA
254,YELLOW BARN INC,2018,990,63 MAIN STREET,PUTNEY,WWW.YELLOWBARN.ORG,030228985,1969,NA,SAM GREENOE,NA,NA,1469317,1493898,-24581,1897657,1493898,214902,1224646,958800,NA,123607,1145781,724476
261,NA,NA,NA,NA,NA,NA,061325368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
